단어,뜻,문법,문장예시,반의어,복합어 숙어,유의어,테마 단어,파생어
estimate,"['1. 추정하다', '2. 예상하다', '3. 평가하다', '4. 계산하다', '5. 전망하다']","['동사', '기본 : estimate', '과거 : estimated', '과거분사 : estimated', '현재분사 : estimating', '3인칭단수 : estimates', '명사', '기본 : estimate', '복수 : estimates']","['estimate the cost of a trip', '여행 경비를 어림잡다', 'I estimated the damage at $5 million.[＝(격식) the damage to be $5 million/(that) the damage would be $5 million.]', '나는 손해가 족히 5백만 달러라고 추정했다.', 'originally estimate', '애초에 추산하다', 'conservatively estimate', '적게 추산하다', 'roughly estimate', '대강 추산하다', 'estimate A at B', 'A를 B로 추산하다', 'estimate (that)…', '…라고 추정하다', ""estimate a person's abilities by his performance"", '남의 능력을 그 실적에 따라 판단하다.', 'I asked him to estimate for the repair of my car.', '그에게 차 수리비의 견적을 부탁했다.', 'by estimate', '개산으로', 'as[at] a rough estimate', '대충 어림잡아, 대체로', 'make an estimate of', '…을 어림하다', 'Current estimates predict that ‥', '현재의 견적으로는 …으로 예상된다', 'The carpenter gave an estimate of $45 for the job.', '목수는 그 일을 45달러로 견적했다.', 'give[provide] an estimate', '견적을 내다', 'an accurate estimate', '정확한 추정치', 'a conservative estimate', '낮게 잡은 추정치', 'a rough estimate', '대강의 추정치', 'in public estimate', '세상 사람의 눈으로 보면', ""form an estimate of a person's abilities"", '남의 재능을 평가[판단]하다']",-1,"['estimate at ~로 추정하다', 'estimate for ~의 비용 견적', 'rough estimate 어림 견적', 'cost estimate 견적서', 'make an estimate 견적내다']","['expect 예상하다, 기대하다, 생각하다, 바라다, 요구하다', 'rate 속도, 비율, 평가되다, 요금, 가격', 'consider 고려하다, 여기다, 생각한다, 평가되다, 간주하다', 'measure 측정하다, 대책, 조치, 평가하다, 기준', 'guess …인 것 같다, …라고 생각하다, 추측하다, 맞히다, 짐작하다']",-1,"['estimated 추정된다, 약, 추산된다, 예상되는, 전망', 'underestimate 과소평가하다, 과소 평가, 경시', 'estimation 판단, 평가, 견적', 'overestimate …을 과대평가하다, 과대평가, …을 지나치게 많이 견적하다']"
consult,"['1. 컨설팅하다', '2. 협의', '3. 상담하다', '4. 진찰받다', '5. 상의하다']","['동사', '기본 : consult', '과거 : consulted', '과거분사 : consulted', '현재분사 : consulting', '3인칭단수 : consults', '명사', '기본 : consult', '복수 : consults']","['consult an authority[an expert] about[on] the matter', '그 문제로 권위자[전문가]의 의견을 묻다', 'Have you consulted your doctor about your illness?', '당신의 병에 대해서 의사의 진찰을 받아 보셨습니까?', 'properly consult', '제대로 상담하다', 'consult widely', '폭넓게 상담하다', 'consult A about B', 'A(사람)와 B에 대해 상담하다', 'without consulting A', 'A와 상담하지 않고', 'consult a dictionary', '사전을 찾다(※consult 대신 look up, check out도 쓸 수 있음. 단, 「단어(word)를 찾다」의 표현으로 look up, check out을 쓸 수 있지만 consult는 쓸 수 없음)', 'consult a mirror', '거울을 보다', 'consult a map for directions', '방향을 지도에서 찾다.', ""consult one's own interests"", '자신의 이익을 염두에 두다.', 'consult with a person about[on] a business matter', '업무상의 일로 남과 상의하다', ""consult with one's pillow"", '밤새 곰곰이 생각하다', 'We consulted as to what should be done.', '어떻게 하면 좋을지 협의했다.', 'consult with A', 'A와 상담하다']",-1,"['consult with ~와 협의하다', 'consult a lawyer 변호사와 상담하다', 'consult the notes 주석을 참고하다', 'consult the calendar 달력을 넘겨 보다', ""consult one's lawyer 변호사와 상담하다""]","['confer 수여하다, 협의하다, 상담하다']","['advice 조언, 충고, 도움, 권고, 지시', 'blood 혈액, 피, 혈통, 혈연, 유혈', 'complaint 불만, 불평, 고발, 불편', 'consult 컨설팅하다, 협의, 상담하다, 상의하다, 참고하다', 'consultation 협의, 회의, 상담']","['consultation 협의, 상담, 회의', 'consulting 상담역의, 자문의, 고문의', 'consultant 컨설턴트, 상담역', 'consultative 자문의, 상담의, 상의의', 'consultancy 컨설턴트업, 조언, 전문의로서의 임무']"
agree,"['1. 동의하다', '2. 합의하다', '3. 일치하다', '4. 승낙하다', '5. 제안에 응하다']","['동사', '기본 : agree', '과거 : agreed', '과거분사 : agreed', '현재분사 : agreeing', '3인칭단수 : agrees']","['I quite agree.', '정말 동감입니다, 지당한 말씀입니다', ""I don't agree with you on the matter."", '그 일에 관해서는 네게 찬성할 수 없다', 'I agree with you that he is wrong.', '그가 나쁘다는 점에서 너와 동감이다.', 'It was agreed that something had to be done.', '어떤 일이 행해져야 한다는 것이 합의되었다.', 'totally[completely, entirely] agree', '전적으로 동의하다', 'wholeheartedly agree', '진심으로 동의하다', 'finally agree', '마침내 동의하다', 'reluctantly agree', '마지못해 동의하다', 'The two parties agreed about what to do.', '무엇을 해야 하는가에 대해서 쌍방은 합의에 도달했다', 'We agreed to take the first train[＝We agreed that we should take the first train].', '첫차를 타기로 의견이 일치했다.', ""agree to a person's proposal"", '남의 제안(提案)에 동의하다', ""They agreed to John's marrying Julie."", '그들은 존과 줄리의 결혼에 찬성했다', 'He agreed to introduce Mary to Ken.', '그는 메리를 켄에게 소개하는 일을 승낙했다.', 'John and his wife always agree.', '존 부부는 항상 금실이 좋다.', 'This copy does not agree with the original.', '이 사본은 원본과 맞지 않는다', 'His account agrees with the facts.', '그의 진술은 사실과 부합한다.', 'This weather does not agree with me.', '이 기후는 내게 맞지 않는다', 'Spicy food does not agree with my stomach.', '매운 음식은 내게[나의 식성에] 맞지 않는다.', 'The verb agrees with its subject in number and person.', '동사의 수와 인칭은 주어에 따른다.', 'The terms have been agreed.', '그 조건은 승인되었다.']",-1,"['agree to ~에 대해 합의하다', 'agree with 동의하다, 합의, 같은, 찬성, 동감', 'agree on ~에 관한 합의를 하다, ~에 동의하다, 의견이 일치하다', 'agree with each other 뜻이 맞다', 'agree to a compromise 타협에 이르다, 타협을 보다']","['accord 협정, 합의, 허용하다, 의정서', 'sign 계약하다, 체결하다, 서명하다, 징후, 신호', 'match 경기, 어울리다, 성냥, 짝, 조화되다', 'represent 대표하다, 나타내다, 보여주다, 상징하다, 대변하다', 'fit 꼭 맞는, 부합, 어울리는, 건강한, 착용']","['agree 동의하다, 합의하다, 일치하다, 승낙하다, 제안에 응하다', 'agreement 합의, 협정, 계약, 동의', 'alternative 대안, 대체, 다른, 대신의, 얼터너티브', 'argue 주장하다, 논쟁하다, 논의하다, 말다툼하다, 왈가왈부하다', 'assent 동의, 동의하다, 찬성']","['agreement 합의, 협정, 동의, 계약, 조화', 'disagree 동의하지 않다, 다르다, 일치하지 않다', 'disagreement 이견, 불일치, 불화, 논쟁', 'agreeable 동의할 만한, 쾌적한, 상냥한, 마음에 드는', 'agreeably 기분 좋게, 동의할 만하게, 쾌히']"
deadline,"['1. 마감일', '2. 데드라인', '3. 최종 기한']",[],"['set a deadline for', '…의 기한을 정하다', 'meet a deadline for submitting a report', '정해진 기한에 리포트를 제출하다', 'Next Friday is the deadline for sending in your application.', '신청서의 발송 마감은 다음 주 금요일입니다.', 'extend the deadline', '마감을 연장하다', 'meet the deadline', '마감에 맞추다', 'miss the deadline', '마감에 맞추지 못하다', 'the deadline passes', '기한이 지나다', 'the deadline for A', 'A의 기한']",-1,"['deadline for ~에 대한 마감 날짜', 'miss the deadline 마감을 넘기다', 'fail to meet the deadline 마감일을 맞추지 못하다', 'work against a deadline 기한을 앞두고 바삐 일하다', ""when's the deadline for ~의 마감이 언제입니까?""]",-1,-1,-1
remind,"['1. 알려주다', '2. 상기시키다', '3. 생각나게 하다', '4. 떠올리게 하다', '5. 기억하다']","['동사', '기본 : remind', '과거 : reminded', '과거분사 : reminded', '현재분사 : reminding', '3인칭단수 : reminds']","['Remind me to write my brother tomorrow.', '내일 동생에게 잊지 말고 편지를 쓰도록 저에게 일러주세요', 'Please remind me of the time of the meeting.', '모임의 시간을 잊지 않도록 내게 알려 주시오', ""Don't forget to remind him that our meeting has been postponed."", '모임이 연기되었다는 것을 그에게 잊지 말고 알려 주시오', 'She reminds me of her mother.', '그녀를 보니 그녀의 어머니가 생각난다', ""You don't have to remind me how pretty she is."", '그녀가 미인이라는 것은 말하지 않아도 알고 있습니다', '""You are going to make a speech, right?"" ""Don\'t remind me.""', '「네가 발표하는 거지, 그렇지?」 「상기시키지 마.」', 'always[constantly, frequently] remind', '늘[끊임없이, 자주] 상기시키다', 'remind A of B', 'A(사람)에게 B를 떠올리게 해주다', 'remind A about B', 'A(사람)가 B를 잊지 않도록 상기시켜 주다', 'remind A of that…', 'A(사람)에게 …라는 것을 상기시키다', 'remind A wh-', 'A(사람)에게 …인지를 상기시키다', 'remind A to do', 'A(사람)에게 …할 것을 상기시켜 주다']",-1,"['remind of A에게 B에 대해 상기시키다', 'You remind me of… 넌 …를 생각나게 해', 'this is to remind you that 귀하께 ~라는 것을 알려드립니다', 'remind employees to submit 직원들에게 ~을 제출하도록 주지시키다']",-1,-1,"['mind 마음, 생각, 반대하다, 정신, 명심하다', 'reminder 독촉장, 생각나게 하는 사람, 기념품', 'mindful 주의하는, 염두에 두는, 신경을 쓰는', 'mindless 지성이 없는, 무심한, 생각이 모자라는', 'minder 경호원, 보살피는 사람, …지기']"
potential,"['1. 잠재적인', '2. 가능성 있는', '3. 미래의', '4. 후보', '5. 위치']","['명사', '기본 : potential', '복수 :  potentials', '형용사', '기본 : potential']","['potential abilities', '잠재적 능력.', 'potential buyers', '구매자가 될 만한 사람들', 'potential blood donors', '언제든 이용할 수 있는 혈액 공여자.', 'potential difference', '전위차.', 'the dramatic potential of a novel', '소설의 극화 가능성', 'human potential', '인간의 잠재 능력', 'potential for leadership', '잠재적 지도 능력.']","['actual 실제의, 사실상의, 진짜의, 현재의']","['economic growth potential 성장잠재력', 'market potential 시장의 잠재력', 'potential market 잠재시장', 'potential buyer 잠재 고객', 'war potential 전력, 전쟁 수행 능력']","['power 전력의, 힘, 권력, 파워, 권한', 'possible 가능한, 할 수 있는, 최선', 'likely 가능성 있는, 할 것 같은, 아마, …할 듯한', 'chance 기회, 가능성, 우연, 위험, 가망', 'ability 능력, 수 있다, 력, 기능, 재능']",-1,"['potentially 잠재적으로, 아마도, 어쩌면']"
attention,"['1. 관심', '2. 주의력', '3. 주의', '4. 주목', '5. 집중']","['명사', '기본 : attention', '복수 : attentions']","['the center of attention', '주목의 대상', 'He was all attention to the speaker.', '그는 연사의 말을 경청하고 있었다', ""Can I have your attention while you're doing that?"", '그것을 하시면서 제 이야기 좀 들어주시겠어요?', 'His attention to his work was constantly interrupted by the ringing telephone.', '울리는 전화벨 소리에 일에 대한 그의 주의력이 줄곧 흐트러졌다', 'Attention, please!', '(장내 방송 등의 서두) 안내 말씀 드리겠습니다', 'Thank you for your attention.', '(연설을 끝맺는 말로서) 경청해 주셔서 감사합니다.', ""Pay attention to what I'm saying."", '내가 말하는 것에 귀를 기울여 주세요.', 'pay[give] attention', '주목하다', 'attract[get, catch] attention', '주의를 끌다', 'receive attention', '주의를 끌다', 'focus attention', '집중하다', 'hold[keep] attention', '주의를 기울이다', ""turn one's attention to"", '…에 주의를 돌리다', 'draw[call] attention', '주의를 끌다', 'distract[divert] attention', '주의를 분산시키다', 'full attention', '몰두', 'careful[close] attention', '주의깊은[세심한] 주의', 'particular attention', '특별한 주의', 'media attention', '미디어의 주목', 'public attention', '세간의 주목']",-1,"['attention to ~에 주의', 'pay more attention to ~에 더 관심을 갖다', 'pay close attention to ~에 세심한 주의를 하다', 'attract public attention 사람들의 이목을 끌다', 'attract the attention of ~의 눈에 띄다']",-1,-1,"['attend 참석하다, 다니다, 주의하다, 돌보다', 'attendant 승무원, 종업원, 참석자, 수행원', 'attendance 참석, 출석, 관객, 돌봄', 'attentive 주의 깊은, 세심한, 친절한', 'attentively 주의 깊게, 정중하게, 마음을 써서']"
emphasize,"['1. 강조하다', '2. 힘주어 말하다', '3. 중요시하다', '4. 역설하다']","['동사', '기본 : emphasize', '과거 : emphasized', '과거분사 : emphasized', '현재분사 : emphasizing', '3인칭단수 : emphasizes']","['emphasize the necessity for quick action', '급히 행동을 시작할 필요성을 강조하다', 'The doctor emphasized that the patient had only a few days to live.', '그 환자는 며칠밖에 살 수 없다고 의사는 강조했다.', 'particularly[strongly] emphasize', '특히 강조하다', 'emphasize that…', '…라는 것을 강조하다', 'emphasize the eyes with mascara', '마스카라로 눈매를 뚜렷하게 하다.']",-1,"['emphasize the idea of ~의 사상을 강조하다', 'de emphasize 지금까지만큼 강조하지 않다, …의 중요성을 줄이다, 덜 강조하다']","['support 지원하다, 지지하다, 뒷받침하다, 돕다, 유지하다', 'stress 스트레스, 강조하다, 압박, 중점을 두다', 'strengthen 강화하다, 강하다, 튼튼하다, 증강시키다', 'back up 후진하다, 후원하다, 보존하다', 'reinforce 보강하다, 강화하다, 강조하다']",-1,"['emphasis 강조, 중점, 중요, 중시, 주안점', 'emphatically 강조하여, 단호하게, 결단코', 'emphatic 단호한, 강조된, 강경한']"
interview,"['1. 인터뷰', '2. 면접', '3. 면담', '4. 회견']","['동사', '기본 : interview', '과거 : interviewed', '과거분사 : interviewed', '현재분사 : interviewing', '3인칭단수 : interviews', '명사', '기본 : interview', '복수 : interviews']","['a man-in-the-street interview', '가두 인터뷰', 'a telephone[an exclusive] interview', '전화[독점] 인터뷰', 'seek[ask] for an interview with', '…에게 면담을 요청하다', 'have[hold] an interview with', '…과 회견하다', 'give an interview', '회견에 응하다', 'The final exam is an interview with professors.', '최종 시험은 교수들과의 면접이다.', 'attend an interview', '인터뷰에 나가다', 'conduct an interview', '(면접관으로서) 면접을 수행하다', 'have[get] an interview', '면접을 보다', 'a face-to-face interview', '일대일 면담', 'a press interview', '기자 회견', 'a television interview', '텔레비전 인터뷰', 'a job interview', '취업 면접', 'Ten people were interviewed for the job.', '열 명이 취업 면접을 보았다', 'The journalist succeeded in interviewing the President.', '그 저널리스트는 대통령의 인터뷰에 성공했다.']",-1,"['interview with ~와의 면접', 'job interview 취직 면접 시험, 면접 시험, 면접', 'have an interview 면접을 하다', 'an exclusive interview with 단독 회견', 'exclusive interview 단독 회견']",-1,"['aptitude test 적성 검사', 'day job 본업, 주수입원, 생업', 'internship intern의 지위, 병원 실습 보조금, 실습 훈련 기간', 'interview 인터뷰, 면접, 면담, 회견', 'interviewee 인터뷰를 받는 사람, 피회견자, 면접받는 사람']","['interviewee 인터뷰를 받는 사람, 피회견자, 면접받는 사람']"
leading,"['1. 선도적인', '2. 이끄는', '3. 주요한', '4. 최고', '5. 대표적인']","['동사', '기본 : lead', '과거 : led', '과거분사 : led', '현재분사 : leading', '3인칭단수 : leads']","['a leading figure', '주요인물', 'a leading company', '일류 회사.', 'the leading horse in the parade', '행렬을 선도하는 말.', 'a leading actor', '주연 배우.', 'men of light and leading', '지도력이 있는 사람들.']",-1,"['ask a leading question 유도 신문을 하다', 'the leading private school 사학의 명문', 'take the leading position 선봉을 맡다', 'take the leading part 주역을 맡다', 'the blind leading the blind 장님이 장님을 이끄는']","['first 첫, 처음의, 최초, 먼저, 우선', 'top 위, 최고인, 가장, 상위, 정상', 'major 주요한, 큰, 전공의, 대기업, 메이저', 'main 주요한, 주된, 중심적인, 메인, 주로 쓰이는', 'capital 수도, 자본, 자금, 자산, 대문자']",-1,"['lead 이끌다, 주도권, 앞서다, 선두, 납', 'leader 지도자, 대표, 리더, 정상, 선도자', 'leadership 리더십, 지도력, 대표, 선도, 권력']"
article,"['1. 논문', '2. 기사', '3. 조항', '4. 물건', '5. 관사']","['명사', '기본 : article', '복수 : articles']","['an editorial[(영) a leading] article', '사설', 'an article on a heart transplant', '심장 이식에 관한 기사', 'contribute an article to a journal', '잡지에 기고하다.', 'publish an article', '논문을 발표하다', 'submit an article', '논문을 제출하다', 'contribute an article', '기사를 기고하다', 'a feature article', '특집 기사', 'a front-page article', '1면 기사', 'an editorial article', '사설', 'an related article', '관련 기사', 'an magazine article', '잡지 기사', 'an a newspaper article', '신문 기사', 'an article on[about] A', 'A에 관한 기사', 'an article of clothing', '의복 한 점', 'articles of furniture', '가구 몇 점.', 'toilet articles', '화장품', 'articles of trade', '상품', 'domestic articles', '가정 용품', 'the genuine article', '진품', 'chief articles of export', '주요 수출품.']",-1,"['read an article 기사를 읽다', 'an article of food 식품 한 가지', 'pay for an article 물건 값을 치르다', 'pad out an article 기사를 부연하다', 'first class article 상품']","['report 보고, 보고서, 보도, 발표하다, 알리다', 'story 이야기, 소설, 스토리, 기사, 동화', 'item 물품, 품목, 아이템, 사항, 재료', 'feature 특징, 출연하다, 기능, 특집, 얼굴', 'piece 조각, 작품, 부분, 하나, 일부']","['armed robbery 무장 강도', 'arson 방화', 'article 기사, 조항, 논문, 규약, 물건', 'assassin 암살자, 자객, 더럽히는 사람', 'assassinate 암살하다']",-1
transfer,"['1. 넘겨주다', '2. 옮기다', '3. 갈아타다', '4. 바꾸다', '5. 물려주다']","['동사', '기본 : transfer', '과거 : transferred', '과거분사 : transferred', '현재분사 : transferring', '3인칭단수 : transfers', '명사', '기본 : transfer', '복수 : transfers']","['be transferred to a new post', '새 지위로 전임되다', ""transfer the book (from one's right hand) to one's left hand"", '책을 (오른손에서) 왼손으로 바꾸어 들다.', 'A caterpillar transfers itself into a butterfly.', '애벌레는 나비로 변신한다.', ""transfer one's responsibility to a person"", '책임을 남에게 전가하다', 'Her enthusiasm was transferred to us.', '그녀의 열의는 우리에게 전해졌다.', ""transfer property to one's son"", '아들에게 재산을 물려주다.', 'transfer a pattern to a lithographic slate', '도안을 석판에 옮기다[전사하다].', 'He transferred to another school.', '그는 (자의(自意)로) 타교에 전학했다(※He was transferred to another school.은 타의(他意)에 의하여 전학했다는 뜻이 있음).', 'transfer from a bus to a train', '버스에서 기차로 갈아타다.', 'get a transfer to', '…으로 전속되다.']",-1,"['transfer to ~로의 이전', 'transfer tax 양도세', 'transfer fee 이적료', 'technology transfer 기술 이전', 'wire transfer 전신 송금, 송금하다']","['will 의지, …할 것이다, 유언', 'change 변화, 바꾸다, 변경, 달라지다, 전환하다', 'take (시간)이 걸리다, 가지다, 받다, 찍다, 데려가다', 'give 주다, 전하다, 제공하다, 기부하다, 수여하다', 'find 찾다, 발견하다, 알다, 알아보다']","['bus 버스, 시내버스', 'cab 택시', 'commuter 통근자, 정기권 통근자, 교외 통근자', 'crowded 붐비는, 혼잡한, 만원의, 가득 찬, 대만원인', 'exit 출구, 나가다, 퇴출되다, 종료하다']","['transferable 양도할 수 있는, 이전할 수 있는, 전사할 수 있는', 'transference 양도, 전임, 감정 전이']"
function,"['1. 기능', '2. 역할', '3. 작동', '4. 작용', '5. 행사']","['동사', '기본 : function', '과거 : functioned', '과거분사 : functioned', '현재분사 : functioning', '3인칭단수 : functions', '명사', '기본 : function', '복수 : functions']","['a liver function test', '간기능 검사', 'the social function of education', '교육의 사회적 기능', 'the functions of a teacher[an attorney]', '교사[변호사]의 직무', 'carry out[discharge, perform] a liaison function', '연락 역할을 수행하다.', 'have a function', '기능이 있다', 'fulfill[serve, perform] a function', '역할을 수행하다', 'an important function', '중요한 역할', 'the main function', '주된 기능', 'an official function', '공식 행사', 'charity functions', '자선 행사.', 'a social function', '사교 행사', 'Price is a function of supply and demand.', '가격은 수요와 공급의 상관 관계로 결정된다.', 'This machine is not functioning properly.', '이 기계는 정상적으로 작동하고 있지 않다.', 'function as a lubricant', '윤활유의 구실을 하다', 'This chair can also function as a bed.', '이 의자는 또한 침대로도 쓰인다.']",-1,"['motor function 운동기능', 'function as ~로서의 기능을 하다', 'thyroid function test 갑상샘기능검사, (약어)TFT', 'cognitive function 인지기능', 'an annual function 예년의 행사']","['work 일하다, 연구, 작업, 작품, 작동하다', 'party 정당, 파티, 당사자, 관계자, 단체', 'job 직무, 일, 직업, 일자리, 수술', 'order 명령하다, 질서, 주문하다, 순서, 제도', 'office 사무소, 회사, 직무, 의원, 공직']",-1,"['functional 기능성의, 작동하는', 'functionally 기능상']"
intend,"['1. 의도하다', '2. 계획하다', '3. 하려고 하는', '4. 의미하다']","['동사', '기본 : intend', '과거 : intended', '과거분사 : intended', '현재분사 : intending', '3인칭단수 : intends']","['What do you intend to do next?', '다음에는 무엇을 할 작정이냐?', 'He has never flown in an airplane and never intends to.', '그는 비행기를 타본 적이 없으며 앞으로도 그럴 생각이 없다', '""How long do you intend to stay in Seoul?"" ""It all depends.""', '「서울에 얼마 동안 머물 계획이세요.」 「좀더 두고봐야 알 것 같아요.」', 'fully intend', '반드시 …할 생각이다', 'It was not intended that anybody((주로 영·비격식)should) overhear our conversation.', '다른 사람에게 우리 대화를 듣게 할 생각은 없었다.', 'clearly intended', '명확히 의도한', 'originally intended', '본래 의도한', 'never intended', '전혀 의도하지 않은', 'intend A as B', 'A를 B의 뜻으로 의도하다', 'I intend (for) you to talk to him.', '자네가 그에게 이야기하도록 시킬 작정이다(※for를 넣는 것은 (미·비격식)).', 'intend A to do', 'A에게 …시킬 생각이다', ""I don't intend you any harm[＝any harm to you]."", '너에게 악의는 전혀 없다', 'No insult is intended.', '모욕할 생각은 전혀 없었다.', 'She intended her letter for him.[＝Her letter was intended for him.]', '그녀의 편지는 그이 앞으로 쓴 것이었다.', 'They intended their son for the army.[＝Their son was intended for the army.]', '아들을 군인이 되도록 할 작정이었다.', 'The report was intended as[to be] a preliminary survey.', '그 보고서는 예비 조사를 위해 작성되었다.', ""She didn't intend anything by that remark."", '그녀가 말한 것은 별로 다른 뜻은 없었다.', 'Is this picture intended to be her?', '이 그림은 그녀를 그린 것인가?', 'I spent more money than I intended.', '예정 보다 지출이 많았다.']",-1,-1,"['want 싶다, 원하다, 바라다, 필요하다, 요구하다', 'plan 계획하다, 예정, 구상, 플랜, 의도', 'mean 의미하다, 뜻, 수단, 평균, 진심으로', 'design 설계하다, 디자인, 구현, 만들다, 계획', 'wish 바라다, 소원, …좋겠어, …싶다, 기원하다']",-1,"['intention 의도, 의사, 의향, 의지, 취지', 'intended 하려고, 의도된, 계획된, 목적으로', 'intent 의도, 의향, 열중하는, 고의로', 'intentionally 의도적으로, 고의로, 일부러 , 이유, 의식적으로', 'intentional 의도적인, 고의적인']"
option,"['1. 선택', '2. 옵션', '3. 방안', '4. 방법']","['명사', '기본 : option', '복수 : options']","['the first option', '맨 처음으로 선택할 권리', ""be at one's option"", '자기 마음대로다', ""make one's option"", '선택하다', ""keep[leave] one's options open"", '선택[태도]을 보류하다', 'I had no option but to go back to my hometown.', '나는 고향으로 돌아갈 수밖에 다른 도리가 없었다', 'You have the option of going on to college.', '대학에 진학하든 안 하든 그건 자네의 자유다', 'They have the option to take[of taking] either Spanish or German.', '그들은 스페인어나 독일어 중 어느 쪽이든 선택 가능하다.', 'a soft [an easy] option', '(다른 과목보다) 쉬운 선택 과목.', 'The publisher has an option on his next novel.', '그의 다음 소설의 선택권은 그 출판사가 갖고 있다.']",-1,"['stock option 스톡 옵션, 주식 매입 선택권', 'stock option system 자사주 구입권제도', 'stock option plan 주식옵션제도', 'have no option but to ~하는 수밖에 없다', 'payment option 지불방법']","['other 다른, 기타의, 타인, 나머지의, 반면에', 'second 두 번째의, 후반, 초, 다른, 잠깐', 'different 다른, 여러 가지의, 종류, 별개의, 독특한', 'election 선거, 투표, 당선, 선정, 선택', 'answer 답하다, 대답, 해답, 전화를 받다, 응답하다']",-1,"['opt 선택하다, 고르다, 채택하다', 'optional 임의의, 선택의, 선택 과목']"
facility,"['1. 시설', '2. 설비', '3. 재능']","['명사', '기본 : facility', '복수 : facilities']","['facilities of civilization', '문명의 이기(利器)', 'monetary facilities', '금융 기관', 'transportation facilities', '교통 기관.', 'with great facility', '(격식) 아주 간단하게.', 'have no facility in[for] games', '게임에는 소질이 없다.', 'There are no facilities on this highway.', '이 간선 도로에는 화장실이 없다.']","['difficulty 어려움, 곤란, 곤경, 난제, 난국']","['nuclear facility 핵시설, 핵무기 공장', 'storage facility 광설비', 'research facility 연구 시설', 'facility management 설비관리운영위탁, (약어)FM', 'facility expansion 시설 확장']","['system 시스템, 제도, 체계, 체제, 장치', 'power 전력의, 힘, 권력, 파워, 권한', 'building 건물, 건축, 빌딩', 'ability 능력, 수 있다, 력, 기능, 재능', 'skill 기술, 실력, 기능, 솜씨']",-1,"['facilitate 위하다, 촉진하다, 활성화, 용이, 가능하게', 'facilitator 촉진자, 조력자, 주동자, 조성자', 'facilitation 용이하게 하기, 간편화, 촉진']"
conference,"['1. 회견', '2. 회의', '3. 회담', '4. 총회', '5. 협의']","['명사', '기본 : conference', '복수 : conferences']","['attend an international[a summit] conference', '국제[수뇌, 정상] 회의에 출석하다', 'hold a press[a news] conference', '기자 회견을 열다.', 'call a conference', '회의를 소집하다', 'go to a conference', '회의에 가다', 'organize a conference', '회의를 조직하다', 'in conference with', '…과 협의[상의]중', 'have a conference with', '…과 협의하다', 'meet in conference', '상의하기 위하여 모이다.']",-1,"['news conference 기자 회견, 간담회, 뉴스', 'press conference 기자 회견', 'international conference 국제 회의', 'conference room 회의실', 'hold a news conference 기자 회견을 갖다']","['talk 말하다, 회담, 이야기하다, 대화하다, 회의', 'meeting 회의, 만남, 집회, 미팅, 충족하는', 'assembly 국회, 조립, 집회, 의회, 입법부', 'communication 통신, 소통, 커뮤니케이션, 대화, 교통', 'negotiation 협상, 교섭, 협의, 거래']","['adjourn 회의를 연기하다, 휴회하다', 'cancel 취소하다, 철회하다, 상쇄되다, 정지하다, 중지하다', 'commemoration 기념, 기념식, 기념물', 'conference 회견, 회의, 회담, 총회, 협의', 'convention 대회, 회의, 협약, 컨벤션, 위원회']","['confer 수여하다, 협의하다, 상담하다']"
experienced,"['1. 경험있는', '2. 겪었다', '3. 받았다', '4. 느꼈다', '5. 숙련된']","['동사', '기본 : experience', '형용사', '비교급 : more experienced', '최상급 : most experienced']","['have an experienced eye', '안목이 있다', 'He is experienced in teaching English.', '그는 영어 교습의 베테랑이다.', 'experienced hardships', '견뎌낸 많은 고 난.']",-1,"['be experienced at ~에 경험이 있다', 'experienced staff 숙련된 직원들', 'experienced eye 높은 식견', 'receive supervision from experienced colleagues 경력 있는 동료들로부터 지시를 받다']","['expert 전문가, 숙련된, 달인', 'professional 전문의, 프로의, 직업의', 'capable 가능성있는, 능력있는, 가능한, 할 수 있는, 유능한', 'efficient 효율적인, 효과적, 능률적인, 유능한', 'trained 훈련받은, 교육된, 배웠다, 숙련된, 준비했다']","['career 경력, 직업, 활동, 직장, 커리어', 'certificate 증서, 증권, 자격증, 학위, 상장', 'computer literacy 컴퓨터 사용 능력, 컴퓨터 언어의 식자력', 'cover letter covering letter, 자기소개서', 'curriculum vitae 이력서, 경력서, 이력']","['experience 경험, 체험, 겪다, 느끼다, 경력', 'inexperienced 미숙한, 경험 없는, 익숙하지 않은', 'inexperience 미경험, 미숙, 익숙하지 않음']"
